"Survived","Pclass","Sex","Age","Fare","hombres","mujeres","Clase_Alta","Clase_Media","Clase_Baja"
0,3,"male",70,-0.498251724305639,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",42,-0.485054213923448,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"female",51,-0.498251724305639,FALSE,TRUE,FALSE,FALSE,TRUE
0,2,"female",24,-0.392340795680599,FALSE,TRUE,FALSE,TRUE,FALSE
0,3,"male",28,-0.462948081430626,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",38,0.748471206937687,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",34,-0.523553340816405,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",45.5,-0.508842817168143,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"male",18,-0.492199671241351,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"female",2,-0.443531077849368,FALSE,TRUE,FALSE,FALSE,TRUE
0,3,"male",32,-0.334846291569863,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"male",26,-0.275586605315376,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"female",16,-0.498251724305639,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,"male",40,-0.0292176118233195,TRUE,FALSE,TRUE,FALSE,FALSE
0,3,"male",24,-0.512373181455644,TRUE,FALSE,FALSE,FALSE,TRUE
1,2,"female",35,-0.230952713966253,FALSE,TRUE,FALSE,TRUE,FALSE
0,3,"male",22,-0.508338479412786,TRUE,FALSE,FALSE,FALSE,TRUE
0,2,"male",30,-0.392340795680599,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"male",33,-0.498251724305639,TRUE,FALSE,FALSE,FALSE,TRUE
1,1,"female",31,1.63055794105766,FALSE,TRUE,TRUE,FALSE,FALSE
1,3,"female",27,-0.494721360018137,FALSE,TRUE,FALSE,FALSE,TRUE
0,2,"male",42,-0.109911652680493,TRUE,FALSE,FALSE,TRUE,FALSE
1,1,"female",32,0.884474960749389,FALSE,TRUE,TRUE,FALSE,FALSE
0,2,"male",30,-0.442774571216332,TRUE,FALSE,FALSE,TRUE,FALSE
1,3,"male",16,-0.492199671241351,TRUE,FALSE,FALSE,FALSE,TRUE
0,2,"male",27,-0.392340795680599,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"male",51,-0.492199671241351,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",60,-0.495310426516395,TRUE,FALSE,FALSE,FALSE,TRUE
1,1,"male",38,1.16101949081999,TRUE,FALSE,TRUE,FALSE,FALSE
0,3,"male",22,-0.46597410796277,TRUE,FALSE,FALSE,FALSE,TRUE
1,2,"male",19,-0.442774571216332,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"male",20.5,-0.508338479412786,TRUE,FALSE,FALSE,FALSE,TRUE
0,2,"male",18,-0.392340795680599,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"female",45,-0.140843695892069,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,"female",35,1.02938733667172,FALSE,TRUE,TRUE,FALSE,FALSE
0,3,"male",29,-0.497747386550282,TRUE,FALSE,FALSE,FALSE,TRUE
0,2,"male",59,-0.382254040573452,TRUE,FALSE,FALSE,TRUE,FALSE
1,3,"female",5,-0.0214003766152808,FALSE,TRUE,FALSE,FALSE,TRUE
0,2,"male",24,-0.442774571216332,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"female",42,-0.502286426348498,FALSE,TRUE,FALSE,FALSE,TRUE
0,2,"male",44,-0.130085162894786,TRUE,FALSE,FALSE,TRUE,FALSE
1,2,"female",8,-0.125041785341213,FALSE,TRUE,FALSE,TRUE,FALSE
0,2,"male",19,-0.442774571216332,TRUE,FALSE,FALSE,TRUE,FALSE
0,2,"male",33,-0.406966590585962,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"female",34,-0.363004477126974,FALSE,TRUE,FALSE,FALSE,TRUE
1,3,"female",43,-0.341907020144866,FALSE,TRUE,FALSE,FALSE,TRUE
0,2,"male",29,-0.442774571216332,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"male",22,-0.510860168189572,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",30,-0.508842817168143,TRUE,FALSE,FALSE,FALSE,TRUE
0,1,"male",44,1.16101949081999,TRUE,FALSE,TRUE,FALSE,FALSE
0,3,"female",25,-0.497747386550282,FALSE,TRUE,FALSE,FALSE,TRUE
1,2,"female",24,-0.362080530359159,FALSE,TRUE,FALSE,TRUE,FALSE
1,1,"male",37,0.405606262037601,TRUE,FALSE,TRUE,FALSE,FALSE
0,2,"male",54,-0.130085162894786,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"male",14.5,-0.508338479412786,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"female",29,-0.443531077849368,FALSE,TRUE,FALSE,FALSE,TRUE
0,1,"male",62,-0.118989732276925,TRUE,FALSE,TRUE,FALSE,FALSE
0,3,"male",30,-0.32980291401629,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"female",41,-0.246839353260009,FALSE,TRUE,FALSE,FALSE,TRUE
1,3,"female",29,-0.347035126441339,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,"female",18,0.943145580505618,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"female",30,1.09041220506996,FALSE,TRUE,TRUE,FALSE,FALSE
1,2,"female",50,-0.130085162894786,FALSE,TRUE,FALSE,TRUE,FALSE
0,3,"male",19,-0.498251724305639,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"male",3,-0.0214003766152808,TRUE,FALSE,FALSE,FALSE,TRUE
0,1,"male",52,0.95222366010205,TRUE,FALSE,TRUE,FALSE,FALSE
0,1,"male",40,-0.362080530359159,TRUE,FALSE,TRUE,FALSE,FALSE
0,3,"female",26,-0.498251724305639,FALSE,TRUE,FALSE,FALSE,TRUE
0,2,"male",36,-0.442774571216332,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"male",16,0.146039758163354,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"male",25,-0.497747386550282,TRUE,FALSE,FALSE,FALSE,TRUE
1,1,"female",58,2.44128088279457,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"female",35,2.0816033344819,FALSE,TRUE,TRUE,FALSE,FALSE
0,1,"male",28,-0.0292176118233195,TRUE,FALSE,TRUE,FALSE,FALSE
1,3,"male",25,-0.362080530359159,TRUE,FALSE,FALSE,FALSE,TRUE
1,2,"female",41,-0.261212979287692,FALSE,TRUE,FALSE,TRUE,FALSE
0,1,"male",37,-0.0554431751019008,TRUE,FALSE,TRUE,FALSE,FALSE
1,3,"female",30,-0.498251724305639,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,"female",63,0.91809613287253,FALSE,TRUE,TRUE,FALSE,FALSE
0,3,"female",45,-0.498251724305639,FALSE,TRUE,FALSE,FALSE,TRUE
0,2,"male",50,-0.362080530359159,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"male",7,-0.0670429434751194,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"female",35,-0.246082846626973,FALSE,TRUE,FALSE,FALSE,TRUE
0,3,"male",65,-0.498251724305639,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",28,-0.496149644541309,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",16,-0.462948081430626,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"male",19,-0.492199671241351,TRUE,FALSE,FALSE,FALSE,TRUE
0,1,"male",24,-0.130085162894786,TRUE,FALSE,TRUE,FALSE,FALSE
0,3,"male",33,-0.479843396235096,TRUE,FALSE,FALSE,FALSE,TRUE
1,3,"male",30,-0.462948081430626,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",22,-0.495310426516395,TRUE,FALSE,FALSE,FALSE,TRUE
1,2,"male",42,-0.392340795680599,TRUE,FALSE,FALSE,TRUE,FALSE
1,3,"female",22,-0.498251724305639,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,"female",26,0.936084851930615,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"female",19,1.18279074304325,FALSE,TRUE,TRUE,FALSE,FALSE
0,2,"male",36,-0.394862484457386,TRUE,FALSE,FALSE,TRUE,FALSE
0,3,"female",24,-0.476060863069916,FALSE,TRUE,FALSE,FALSE,TRUE
0,3,"male",24,-0.495310426516395,TRUE,FALSE,FALSE,FALSE,TRUE
0,1,"male",19,-0.0953705865180301,TRUE,FALSE,TRUE,FALSE,FALSE
0,3,"male",23.5,-0.508758088425243,TRUE,FALSE,FALSE,FALSE,TRUE
0,1,"female",2,2.40269904450974,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"male",34,-0.0393043669304661,TRUE,FALSE,TRUE,FALSE,FALSE
1,1,"female",50,4.33876695858364,FALSE,TRUE,TRUE,FALSE,FALSE
1,3,"female",65,-0.498251724305639,FALSE,TRUE,FALSE,FALSE,TRUE
1,3,"male",42,-0.185562315984093,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",19,-0.362080530359159,TRUE,FALSE,FALSE,FALSE,TRUE
1,2,"female",32,-0.40545357731989,FALSE,TRUE,FALSE,TRUE,FALSE
0,3,"male",22,-0.492199671241351,TRUE,FALSE,FALSE,FALSE,TRUE
1,1,"male",0.92,2.40269904450974,TRUE,FALSE,TRUE,FALSE,FALSE
1,1,"female",1,1.58230895667814,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"female",17,1.54229883387013,FALSE,TRUE,TRUE,FALSE,FALSE
0,2,"male",30,-0.170432183323373,TRUE,FALSE,FALSE,TRUE,FALSE
1,1,"female",30,0.493865369225135,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"female",24,1.02299838598685,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"female",18,4.63842831400879,FALSE,TRUE,TRUE,FALSE,FALSE
0,2,"female",26,-0.130085162894786,FALSE,TRUE,FALSE,TRUE,FALSE
0,3,"male",28,-0.495310426516395,TRUE,FALSE,FALSE,FALSE,TRUE
0,2,"male",43,-0.125041785341213,TRUE,FALSE,FALSE,TRUE,FALSE
1,3,"female",26,-0.496149644541309,FALSE,TRUE,FALSE,FALSE,TRUE
1,2,"female",24,-0.130085162894786,FALSE,TRUE,FALSE,TRUE,FALSE
0,2,"male",54,-0.372167285466306,TRUE,FALSE,FALSE,TRUE,FALSE
1,1,"female",31,2.67134362798042,FALSE,TRUE,TRUE,FALSE,FALSE
1,1,"female",40,2.05874069535604,FALSE,TRUE,TRUE,FALSE,FALSE
0,3,"male",22,-0.508338479412786,TRUE,FALSE,FALSE,FALSE,TRUE
0,3,"male",27,-0.495310426516395,TRUE,FALSE,FALSE,FALSE,TRUE
1,2,"female",30,-0.40545357731989,FALSE,TRUE,FALSE,TRUE,FALSE
1,2,"female",22,-0.0695646322519061,FALSE,TRUE,FALSE,TRUE,FALSE
